ID,LAT,LON,New_Greenl,Old_Greenl,Foreign_na,Official_n,Alternativ,RGI_ID,GLIMS_ID,RGI_LON,RGI_LAT,Type
GGN0308,71.150000,-51.166700,Qaamarujuup Sermia,Qaumarujûp Sermia,,Qaamarujuup Sermia,Qaamarujuup Sermikassaa,,,0.000000,0.000000,GrIS
GGN0309,71.166700,-28.083300,,,Eielson Gletsjer,Eielson Gletsjer,,,,0.000000,0.000000,GrIS
GGN0310,71.174500,-26.598000,,,Edward Bailey Gletsjer,Edward Bailey Gletsjer,,RGI40-05.16072,G333444E71216N,-26.556000,71.216400,LGIC
GGN0311,71.191100,-52.765400,Serminnguaq,Sermínguaq,,Serminnguaq,Sermikassak,RGI40-05.02495,G307266E71206N,-52.733700,71.205700,LGIC
GGN0312,71.236200,-51.624200,Umiatsiakassak,,,Umiatsiakassak,,RGI40-05.02417,G308407E71224N,-51.592600,71.223600,LGIC
GGN0313,71.249300,-51.470700,Kangerluarsuup Sermia,Kangerdluarssûp Sermia,,Kangerluarsuup Sermia,,,,0.000000,0.000000,GrIS
GGN0314,71.250000,-28.833300,,,Vindue Gletsjer,Vindue Gletsjer,,,,0.000000,0.000000,GrIS
GGN0315,71.257800,-52.013200,Aappaluttukassaap Kangiani Sermikassak,Augpalugtukavsaup Kangiane Sermikavsak,,Aappaluttukassaap Kangiani Sermikassak,,RGI40-05.02452,G307917E71273N,-52.083500,71.272800,LGIC
GGN0316,71.266700,-53.033300,Qunnertusup Sermia,Quvnertussup Sermia,,Qunnertusup Sermia,,RGI40-05.02489,G307163E71277N,-52.837000,71.276500,LGIC
GGN0317,71.283300,-27.533300,,,Syvsøstre Bræ,Syvsøstre Bræ,,RGI40-05.16097,G332579E71266N,-27.421500,71.266300,LGIC
GGN0318,71.313400,-53.094200,Sermeq Qiterleq,Sermeq Qiterdleq,,Sermeq Qiterleq,,RGI40-05.02486,G307016E71310N,-52.984200,71.310300,LGIC
GGN0319,71.329500,-53.095700,Qungulertusup Sermia,Qungulertussup Sermia,,Qungulertusup Sermia,,RGI40-05.02485,G307062E71341N,-52.938200,71.341100,LGIC
GGN0320,71.329800,-25.903800,Apusinigajik,Apusinikajik,,Apusinigajik,,RGI40-05.16061,G333795E71323N,-26.204900,71.323400,LGIC
GGN0321,71.347800,-51.829400,Sermikassak,Sermikavsak,,Sermikassak,,RGI40-05.02541,G308135E71360N,-51.865200,71.360100,LGIC
GGN0322,71.412900,-52.006700,Nunaarsussuup Oqquatungaani Sermikassak,,,Nunaarsussuup Oqquatungaani Sermikassak,,RGI40-05.02526,G308023E71368N,-51.976700,71.368100,LGIC
GGN0323,71.419300,-51.923800,Nunaarsussuup Kangiatungaani Sermikassak,,,Nunaarsussuup Kangiatungaani Sermikassak,,RGI40-05.02527,G308139E71396N,-51.861500,71.396100,LGIC
GGN0324,71.433300,-29.583300,,,Freuchen Gletsjer,Freuchen Gletsjer,,,,0.000000,0.000000,GrIS
GGN0325,71.435000,-51.419600,Sermip Kujataatungaani Sermikassak,,,Sermip Kujataatungaani Sermikassak,,RGI40-05.02547,G308526E71392N,-51.474300,71.391600,LGIC
GGN0326,71.458800,-51.310100,Kangerlussuup Sermia,,,Kangerlussuup Sermia,,,,0.000000,0.000000,GrIS
GGN0327,71.501500,-51.789200,Nakkala,,,Nakkala,,RGI40-05.02619,G308040E71507N,-51.960100,71.506800,LGIC
GGN0328,71.518700,-51.610100,Sermikassak,,,Sermikassak,,RGI40-05.02622,G308214E71544N,-51.786300,71.543800,LGIC
GGN0329,71.520700,-25.309500,,,Oxford Gletsjer,Oxford Gletsjer,,RGI40-05.17200,G334740E71586N,-25.260200,71.585900,LGIC
GGN0330,71.566300,-52.174400,Tinumanikassaata Sermia,,,Tinumanikassaata Sermia,,RGI40-05.02616,G307887E71521N,-52.112600,71.521100,LGIC
GGN0331,71.591400,-51.708400,Sermikassak,Sermikavsak,Johannes Bræ,Sermikassak,,,,0.000000,0.000000,GrIS
GGN0332,71.616900,-25.505900,,,Løberen,Løberen,,RGI40-05.17150,G334470E71600N,-25.530300,71.600300,LGIC
GGN0333,71.645400,-24.919900,,,Leo Gletsjer,Leo Gletsjer,,RGI40-05.17177,G335124E71666N,-24.876300,71.666400,LGIC
GGN0334,71.655700,-25.007900,,,Mercurius Gletsjer,Mercurius Gletsjer,,RGI40-05.17177,G335124E71666N,-24.876300,71.666400,LGIC
GGN0335,71.671700,-25.257900,,,Ursus Minor Gletsjer,Ursus Minor Gletsjer,,RGI40-05.17177,G335124E71666N,-24.876300,71.666400,LGIC
GGN0336,71.679400,-53.267400,Sermikassak,,,Sermikassak,,RGI40-05.02724,G306804E71662N,-53.195800,71.661600,LGIC
GGN0337,71.684600,-25.182500,,,Virgo Gletsjer,Virgo Gletsjer,,RGI40-05.17177,G335124E71666N,-24.876300,71.666400,LGIC
GGN0338,71.688700,-25.262900,,,Jupiter Gletsjer,Jupiter Gletsjer,,RGI40-05.17177,G335124E71666N,-24.876300,71.666400,LGIC
GGN0339,71.693900,-24.980500,,,Bjørnbo Gletsjer,Bjørnbo Gletsjer,,RGI40-05.17177,G335124E71666N,-24.876300,71.666400,LGIC
GGN0340,71.697500,-25.782900,,,Borgbjerg Gletsjer,Borgbjerg Gletsjer,,RGI40-05.17145,G334174E71767N,-25.825600,71.766800,LGIC
GGN0341,71.698300,-25.362100,,,Ursus Major Gletsjer,Ursus Major Gletsjer,,RGI40-05.17177,G335124E71666N,-24.876300,71.666400,LGIC
GGN0342,71.724100,-25.318400,,,Orion Gletsjer,Orion Gletsjer,,RGI40-05.17177,G335124E71666N,-24.876300,71.666400,LGIC
GGN0343,71.740500,-25.259900,,,Pegasus Gletsjer,Pegasus Gletsjer,,RGI40-05.17177,G335124E71666N,-24.876300,71.666400,LGIC
GGN0344,71.744200,-24.890100,,,Saturn Gletsjer,Saturn Gletsjer,,RGI40-05.17220,G335105E71744N,-24.894700,71.744400,LGIC
GGN0345,71.750000,-29.000000,,,Daugaard-Jensen Gletsjer,Daugaard-Jensen Gletsjer,,,,0.000000,0.000000,GrIS
GGN0346,71.754800,-25.004500,,,Mars Gletsjer,Mars Gletsjer,,RGI40-05.17177,G335124E71666N,-24.876300,71.666400,LGIC
GGN0347,71.772300,-51.495100,Kangilliup Sermia,Kangigdliup Sermia,Rink Isbræ,Kangilliup Sermia,,,,0.000000,0.000000,GrIS
GGN0348,71.806300,-52.357800,Umiammakku Sermiat,Umiámáko Sermiat,Umiammakku Isbræ,Umiammakku Sermiat,Umiammakku Sermia,,,0.000000,0.000000,GrIS
GGN0349,71.870500,-24.185500,,,Nedre Randgletsjer,Nedre Randgletsjer,,RGI40-05.17743,G335827E71868N,-24.173300,71.867700,LGIC
GGN0350,71.876300,-23.982900,,,Breithorn Gletsjer,Breithorn Gletsjer,,RGI40-05.17067,G335975E71859N,-24.025500,71.859200,LGIC
GGN0351,71.883300,-24.150000,,,Øvre Randgletsjer,Øvre Randgletsjer,,RGI40-05.17071,G335932E71895N,-24.067700,71.894800,LGIC
GGN0352,71.897100,-24.149000,,,Aldebaran Gletsjer,Aldebaran Gletsjer,,RGI40-05.17071,G335932E71895N,-24.067700,71.894800,LGIC
GGN0353,71.910100,-25.452700,,,Duart Gletsjer,Duart Gletsjer,,RGI40-05.17192,G334487E71915N,-25.513400,71.914500,LGIC
GGN0354,71.911600,-23.799700,,,Søndergletsjer,Søndergletsjer,,RGI40-05.17065,G336181E71913N,-23.819500,71.912900,LGIC
GGN0355,71.915900,-24.646900,,,Storgletsjer,Storgletsjer,,RGI40-05.17160,G335162E71964N,-24.838400,71.964000,LGIC
GGN0356,71.921100,-26.372300,,,Sydgletsjer,Sydgletsjer,,RGI40-05.17186,G333680E71859N,-26.320100,71.859300,LGIC
GGN0357,71.921700,-23.913100,,,Hvidefirn,Hvidefirn,,RGI40-05.17163,G335939E71927N,-24.061300,71.927400,LGIC
GGN0358,71.932000,-25.523200,,,Spærregletsjer,Spærregletsjer,,RGI40-05.17192,G334487E71915N,-25.513400,71.914500,LGIC
GGN0359,71.933700,-24.065300,,,Sirius Gletsjer,Sirius Gletsjer,,RGI40-05.17163,G335939E71927N,-24.061300,71.927400,LGIC
GGN0360,71.941600,-23.782600,,,Cirkusgletsjer,Cirkusgletsjer,,RGI40-05.17062,G336219E71937N,-23.781100,71.936700,LGIC
GGN0361,71.945000,-25.843800,,,Prinsessegletsjer,Prinsessegletsjer,,RGI40-05.17084,G334134E71899N,-25.866400,71.898700,LGIC
GGN0362,71.946600,-25.436600,,,Parker Piece,Parker Piece,,RGI40-05.17192,G334487E71915N,-25.513400,71.914500,LGIC
GGN0363,71.950000,-24.300000,,,Schuchert Gletsjer,Schuchert Gletsjer,,RGI40-05.17199,G335513E72006N,-24.487200,72.006300,LGIC
GGN0364,71.951200,-26.647300,,,Toscano Gletsjer,Toscano Gletsjer,,RGI40-05.17126,G333324E71890N,-26.676100,71.889600,LGIC
GGN0365,71.963500,-24.234400,,,Arcturus Gletsjer,Arcturus Gletsjer,,RGI40-05.17199,G335513E72006N,-24.487200,72.006300,LGIC
GGN0366,71.964300,-23.755800,,,Termier Gletsjer,Termier Gletsjer,,RGI40-05.17782,G336238E71962N,-23.762100,71.962300,LGIC
GGN0367,71.965100,-24.182300,,,Bredefirn,Bredefirn,,RGI40-05.17199,G335513E72006N,-24.487200,72.006300,LGIC
GGN0368,71.966700,-51.166700,Kangerlussuup Sermersua,Kangerdlugssûp Sermerssua,,Kangerlussuup Sermersua,,,,0.000000,0.000000,GrIS
GGN0369,71.976500,-25.146200,,,Canta Bræ,Canta Bræ,,RGI40-05.17118,G334533E72097N,-25.466637,72.096649,LGIC
GGN0370,71.980700,-24.157300,,,Langefirn,Langefirn,,RGI40-05.17199,G335513E72006N,-24.487200,72.006300,LGIC
GGN0371,71.984700,-23.778600,,,Nedre Antarctic Gletsjer,Nedre Antarctic Gletsjer,,RGI40-05.17175,G336173E71978N,-23.826900,71.977700,LGIC
GGN0372,71.984900,-23.851600,,,Nedre Studer Gletsjer,Nedre Studer Gletsjer,,RGI40-05.17175,G336173E71978N,-23.826900,71.977700,LGIC
GGN0373,71.985700,-24.122500,,,Mellemgletsjer,Mellemgletsjer,,RGI40-05.17165,G335855E71993N,-24.144900,71.993300,LGIC
GGN0374,71.990600,-24.038900,,,Kargletsjer,Kargletsjer,,RGI40-05.17049,G336036E71975N,-23.964400,71.975300,LGIC
GGN0375,71.992000,-24.818100,,,Storgletsjer,Storgletsjer,,RGI40-05.17160,G335162E71964N,-24.838400,71.964000,LGIC
GGN0376,71.992200,-23.922600,,,Trestrømmen,Trestrømmen,,RGI40-05.17049,G336036E71975N,-23.964400,71.975300,LGIC
GGN0377,72.003400,-55.324200,Sermersuaq,Sermerssuaq,,Sermersuaq,,RGI40-05.03148,G304671E72005N,-55.328600,72.004600,LGIC
GGN0378,72.006600,-23.828400,,,Nedre Studer Gletsjer,Nedre Studer Gletsjer,,RGI40-05.17056,G336149E72004N,-23.850800,72.003700,LGIC
GGN0379,72.011500,-25.621500,,,Spærregletsjer,Spærregletsjer,,RGI40-05.17192,G334487E71915N,-25.513400,71.914500,LGIC
GGN0380,72.016700,-27.966700,,,Universitetets Gletsjer,Universitetets Gletsjer,,RGI40-05.16816,G331883E72130N,-28.117300,72.129500,LGIC
GGN0381,72.016700,-25.433300,,,Krabbegletsjer,Krabbegletsjer,,RGI40-05.17070,G334634E71988N,-25.366100,71.987500,LGIC
GGN0382,72.016700,-24.133300,,,Vestre Gletsjer,Vestre Gletsjer,,RGI40-05.17168,G335805E72027N,-24.194800,72.026900,LGIC
GGN0383,72.017500,-24.080900,,,Mellemgletsjer,Mellemgletsjer,,RGI40-05.17165,G335855E71993N,-24.144900,71.993300,LGIC
GGN0384,72.019400,-23.835900,,,Øvre Studer Gletsjer,Øvre Studer Gletsjer,,RGI40-05.17794,G336153E72017N,-23.846900,72.017300,LGIC
GGN0385,72.026600,-23.936000,,,Sukces Gletsjer,Sukces Gletsjer,,RGI40-05.17796,G336084E72025N,-23.916500,72.025400,LGIC
GGN0386,72.029300,-24.003800,,,Østre Gletsjer,Østre Gletsjer,,RGI40-05.17049,G336036E71975N,-23.964400,71.975300,LGIC
GGN0387,72.033300,-25.283300,,,Tioram Gletsjer,Tioram Gletsjer,,RGI40-05.17118,G334533E72097N,-25.466637,72.096649,LGIC
GGN0388,72.034500,-23.912400,,,Retrætegletsjer,Retrætegletsjer,,RGI40-05.17808,G336131E72040N,-23.869500,72.039700,LGIC
GGN0389,72.036000,-54.876600,Qatsinneq,Qatsingneq,,Qatsinneq,,RGI40-05.03185,G305094E72041N,-54.906300,72.040700,LGIC
GGN0390,72.037300,-52.605400,Salliarutsip Sermia,Sagdliarutsip Sermia,Inngia Isbræ,Salliarutsip Sermia,,,,0.000000,0.000000,GrIS
GGN0391,72.050000,-25.766700,,,Smallegletsjer,Smallegletsjer,,RGI40-05.17019,G334126E72089N,-25.873600,72.089400,LGIC
GGN0392,72.053000,-25.231900,,,Sefström Gletsjer,Sefström Gletsjer,,RGI40-05.17118,G334533E72097N,-25.466637,72.096649,LGIC
GGN0393,72.066900,-26.004800,,,Scioragletsjer,Scioragletsjer,,RGI40-05.17035,G334006E72088N,-25.993900,72.087500,LGIC
GGN0394,72.083300,-28.233300,,,F. Graae Gletsjer,F. Graae Gletsjer,,RGI40-05.16814,G331780E72051N,-28.220400,72.050500,LGIC
GGN0395,72.083300,-24.716700,,,Glamis Gletsjer,Glamis Gletsjer,,RGI40-05.17171,G335293E72137N,-24.706900,72.136900,LGIC
GGN0396,72.083300,-24.500000,,,Kismul Gletsjer,Kismul Gletsjer,,RGI40-05.17057,G335563E72066N,-24.436900,72.065900,LGIC
GGN0397,72.083300,-24.383300,,,Skelbræ,Skelbræ,,RGI40-05.17057,G335563E72066N,-24.436900,72.065900,LGIC
GGN0398,72.095200,-25.242600,,,Gullygletsjer,Gullygletsjer,,RGI40-05.17118,G334533E72097N,-25.466637,72.096649,LGIC
GGN0399,72.096200,-25.172700,,,Cavendish Gletsjer,Cavendish Gletsjer,,RGI40-05.17118,G334533E72097N,-25.466637,72.096649,LGIC
GGN0400,72.107400,-26.199300,,,Langkløftgletsjer,Langkløftgletsjer,,RGI40-05.17036,G333890E72125N,-26.110000,72.124700,LGIC
GGN0401,72.116700,-24.583300,,,Beaumaris Gletsjer,Beaumaris Gletsjer,,RGI40-05.17171,G335293E72137N,-24.706900,72.136900,LGIC
GGN0402,72.133300,-25.650000,,,Trekantgletsjer,Trekantgletsjer,,RGI40-05.17284,G334342E72139N,-25.658300,72.139400,LGIC
GGN0403,72.133300,-24.583300,,,Bersærkerbræ,Bersærkerbræ,,RGI40-05.17171,G335293E72137N,-24.706900,72.136900,LGIC
GGN0404,72.134300,-27.615800,,,Jomfru Gletsjer,Jomfru Gletsjer,,RGI40-05.16807,G332216E72175N,-27.784500,72.174700,LGIC
GGN0405,72.136400,-53.837200,Sermikassak,Sermikavsak,,Sermikassak,,RGI40-05.03166,G306140E72118N,-53.860500,72.118300,LGIC
GGN0406,72.166700,-25.766700,,,Sydvestgletsjer,Sydvestgletsjer,,RGI40-05.17047,G334184E72124N,-25.816500,72.123600,LGIC
GGN0407,72.166700,-22.566700,,,Tårngletsjer,Tårngletsjer,,RGI40-05.18669,G337470E72164N,-22.530300,72.164000,LGIC
GGN0408,72.166700,-22.350000,,,Årringgletsjer,Årringgletsjer,,RGI40-05.18674,G337664E72169N,-22.336500,72.168800,LGIC
GGN0409,72.183300,-24.666700,,,Harlech Gletsjer,Harlech Gletsjer,,RGI40-05.17171,G335293E72137N,-24.706900,72.136900,LGIC
GGN0410,72.185000,-25.298400,,,Vikingebræ,Vikingebræ,,RGI40-05.17117,G334930E72170N,-25.069800,72.169600,LGIC
GGN0411,72.192200,-22.437400,,,Rundgletsjer,Rundgletsjer,,RGI40-05.18677,G337565E72191N,-22.434800,72.191200,LGIC
GGN0412,72.192900,-25.922800,,,Sandgletsjer,Sandgletsjer,,RGI40-05.17042,G334024E72192N,-25.976400,72.192000,LGIC
GGN0413,72.200000,-25.066700,,,Frihedsgletsjer,Frihedsgletsjer,,RGI40-05.17117,G334930E72170N,-25.069800,72.169600,LGIC
GGN0414,72.200000,-24.566700,,,Tårnfjeld Gletsjer,Tårnfjeld Gletsjer,,RGI40-05.17170,G335397E72218N,-24.602700,72.218300,LGIC
GGN0415,72.250000,-25.250000,,,Fangsthyttegletsjer,Fangsthyttegletsjer,,RGI40-05.17344,G334791E72234N,-25.208600,72.233600,LGIC
GGN0416,72.257200,-24.491100,,,Flødegletsjer,Flødegletsjer,,RGI40-05.17174,G335436E72251N,-24.563900,72.251100,LGIC
GGN0417,72.257600,-22.680400,,,Sjapgletsjer,Sjapgletsjer,,RGI40-05.18682,G337333E72263N,-22.666600,72.263300,LGIC
GGN0418,72.270600,-22.634200,,,Bamsegletsjer,Bamsegletsjer,,RGI40-05.18682,G337333E72263N,-22.666600,72.263300,LGIC
GGN0419,72.272200,-22.510100,,,Buegletsjer,Buegletsjer,,RGI40-05.18689,G337493E72270N,-22.506800,72.270100,LGIC
GGN0420,72.283300,-24.583300,,,Pianofirn,Pianofirn,,RGI40-05.17116,G335410E72273N,-24.590200,72.273000,LGIC
GGN0421,72.283300,-24.716700,,,Skjoldungebræ,Skjoldungebræ,,RGI40-05.17053,G335329E72221N,-24.670800,72.220600,LGIC
GGN0422,72.283300,-22.800000,,,Forkgletsjer,Forkgletsjer,,RGI40-05.18729,G337266E72308N,-22.734200,72.308200,LGIC
GGN0423,72.283400,-26.756300,,,Violingletsjer,Violingletsjer,,,,0.000000,0.000000,GrIS
GGN0424,72.299000,-26.306200,,,Kæmpegletsjer,Kæmpegletsjer,,RGI40-05.17052,G333735E72257N,-26.265100,72.256900,LGIC
GGN0425,72.300000,-25.133300,,,Sedgwick Gletsjer,Sedgwick Gletsjer,,RGI40-05.17055,G334902E72279N,-25.098400,72.278600,LGIC
GGN0426,72.300000,-22.900000,,,Banangletsjer,Banangletsjer,,RGI40-05.17918,G337093E72295N,-22.906600,72.294900,LGIC
GGN0427,72.304900,-22.508800,,,Gaffelgletsjer,Gaffelgletsjer,,RGI40-05.18737,G337442E72291N,-22.557900,72.290800,LGIC
GGN0428,72.306900,-26.184300,,,Snedrivegletsjer,Snedrivegletsjer,,RGI40-05.17052,G333735E72257N,-26.265100,72.256900,LGIC
GGN0429,72.316100,-22.572500,,,Brumse Gletsjer,Brumse Gletsjer,,RGI40-05.18733,G337398E72309N,-22.602500,72.309400,LGIC
GGN0430,72.316700,-24.466700,,,Krypt Gletsjer,Krypt Gletsjer,,RGI40-05.17877,G335526E72314N,-24.473700,72.314300,LGIC
GGN0431,72.316700,-22.766700,,,Barrikadegletsjer,Barrikadegletsjer,,RGI40-05.18729,G337266E72308N,-22.734200,72.308200,LGIC
GGN0432,72.317600,-24.939500,,,Linne' Gletsjer,Linne' Gletsjer,,RGI40-05.17198,G335076E72236N,-24.924100,72.235800,LGIC
GGN0433,72.333300,-24.566700,,,Sorteelv Gletsjer,Sorteelv Gletsjer,,RGI40-05.17116,G335410E72273N,-24.590200,72.273000,LGIC
GGN0434,72.333900,-22.618600,,,Langgletsjer,Langgletsjer,,RGI40-05.17947,G337377E72333N,-22.622700,72.333400,LGIC
GGN0435,72.335500,-22.713500,,,Bredgletsjer,Bredgletsjer,,RGI40-05.18729,G337266E72308N,-22.734200,72.308200,LGIC
GGN0436,72.450000,-22.100000,,,Haregletsjer,Haregletsjer,,RGI40-05.18074,G337944E72442N,-22.056400,72.442000,LGIC
GGN0437,72.452900,-22.068900,,,Ødegletsjer,Ødegletsjer,,RGI40-05.18074,G337944E72442N,-22.056400,72.442000,LGIC
GGN0438,72.466700,-22.150000,,,Månegletsjer,Månegletsjer,,RGI40-05.18079,G337863E72462N,-22.137100,72.462300,LGIC
GGN0439,72.481500,-22.165200,,,Polypen Gletsjer,Polypen Gletsjer,,RGI40-05.18077,G337815E72469N,-22.185100,72.469400,LGIC
GGN0440,72.483900,-22.066000,,,Fladegletsjer,Fladegletsjer,,RGI40-05.18094,G337950E72482N,-22.050500,72.482300,LGIC
GGN0441,72.508800,-27.054400,,,Wahlenberg Gletsjer,Wahlenberg Gletsjer,,,,0.000000,0.000000,GrIS
GGN0442,72.531000,-26.486700,,,Vestre Tvillinggletsjer,Vestre Tvillinggletsjer,,RGI40-05.18778,G333561E72500N,-26.439300,72.499500,LGIC
GGN0443,72.546000,-26.411500,,,Østre Tvillinggletsjer,Østre Tvillinggletsjer,,RGI40-05.18774,G333737E72517N,-26.262600,72.516900,LGIC
GGN0444,72.549700,-22.477700,,,Skjoldgletsjer,Skjoldgletsjer,,RGI40-05.18116,G337504E72558N,-22.496200,72.557900,LGIC
GGN0445,72.639000,-27.895800,,,Concordia Plads,Concordia Plads,,,,0.000000,0.000000,GrIS
GGN0446,72.700000,-25.933300,,,Argand Gletsjer,Argand Gletsjer,,RGI40-05.18821,G334024E72591N,-25.976100,72.590500,LGIC
GGN0447,72.764000,-28.600800,,,Verenagletsjer,Verenagletsjer,,,,0.000000,0.000000,GrIS
GGN0448,72.766700,-25.300000,,,Narhvalgletsjer,Narhvalgletsjer,,RGI40-05.18033,G334688E72737N,-25.311800,72.737200,LGIC
GGN0449,72.766800,-27.384300,,,Langenthaler Gletsjer,Langenthaler Gletsjer,,RGI40-05.17999,G332603E72742N,-27.397300,72.742200,LGIC
GGN0450,72.776000,-27.723100,,,Hisinger Gletsjer,Hisinger Gletsjer,,,,0.000000,0.000000,GrIS
GGN0451,72.816700,-28.383300,,,Passagegletsjer,Passagegletsjer,,RGI40-05.18967,G331606E72823N,-28.394400,72.823400,LGIC
GGN0452,72.840900,-54.283700,Sermeq,Sermeq,Upernavik Isstrøm,Sermeq,,,,0.000000,0.000000,GrIS
GGN0453,72.906600,-26.964500,,,Fulach Gletsjer,Fulach Gletsjer,,RGI40-05.19162,G332905E72930N,-27.094700,72.929900,LGIC
GGN0454,72.910700,-26.126800,,,Østre Spærregletsjer,Østre Spærregletsjer,,RGI40-05.18917,G333869E72887N,-26.131400,72.887300,LGIC
GGN0455,72.918200,-26.270100,,,Vestre Spærregletsjer,Vestre Spærregletsjer,,RGI40-05.18903,G333661E72888N,-26.338600,72.887600,LGIC
GGN0456,72.967400,-27.970600,,,Charpentier Gletsjer,Charpentier Gletsjer,,RGI40-05.18950,G331989E72965N,-28.010700,72.965400,LGIC
GGN0457,73.000000,-28.166700,,,Nedre Rypegletsjer,Nedre Rypegletsjer,,,,0.000000,0.000000,GrIS
GGN0458,73.016700,-28.166700,,,Rypegletsjer,Rypegletsjer,,,,0.000000,0.000000,GrIS
GGN0459,73.016700,-28.033300,,,Øvre Rypegletsjer,Øvre Rypegletsjer,,,,0.000000,0.000000,GrIS
GGN0460,73.033300,-27.916700,,,Mercanton Gletsjer,Mercanton Gletsjer,,RGI40-05.18977,G332133E73047N,-27.867300,73.046900,LGIC
GGN0461,73.046100,-54.875600,Akullikassaap Sermia,,,Akullikassaap Sermia,,,,0.000000,0.000000,GrIS
GGN0462,73.050000,-28.350000,,,Disa Gletsjer,Disa Gletsjer,,,,0.000000,0.000000,GrIS
GGN0463,73.066700,-27.600000,,,Riddergletsjer,Riddergletsjer,,RGI40-05.18939,G332353E73059N,-27.646700,73.059200,LGIC
GGN0464,73.075900,-26.680400,,,Borggletsjer,Borggletsjer,,RGI40-05.19134,G333282E73036N,-26.718500,73.035600,LGIC
GGN0465,73.077300,-26.776200,,,Stejlegletsjer,Stejlegletsjer,,RGI40-05.19141,G333185E73051N,-26.815500,73.051300,LGIC
GGN0466,73.085900,-26.583600,,,Ispassagen,Ispassagen,,RGI40-05.19143,G333446E73048N,-26.553800,73.048200,LGIC
GGN0467,73.116700,-26.083300,,,Sonklargletsjer,Sonklargletsjer,,RGI40-05.19132,G333831E73107N,-26.169200,73.107200,LGIC
GGN0468,73.130900,-26.461400,,,Payer Gletsjer,Payer Gletsjer,,RGI40-05.19105,G333615E73092N,-26.384800,73.092200,LGIC
GGN0469,73.133300,-28.233300,,,Nathorst Gletsjer,Nathorst Gletsjer,,RGI40-05.18871,G331568E73118N,-28.431700,73.117500,LGIC
GGN0470,73.133300,-27.883300,,,Nordenskiöld Gletsjer,Nordenskiöld Gletsjer,,,,0.000000,0.000000,GrIS
GGN0471,73.166700,-28.333300,,,Gregory Gletsjer,Gregory Gletsjer,,RGI40-05.20117,G331649E73194N,-28.351200,73.193600,LGIC
GGN0472,73.166700,-28.450000,,,Spaltegletsjer,Spaltegletsjer,,RGI40-05.18871,G331568E73118N,-28.431700,73.117500,LGIC
GGN0473,73.166700,-26.416700,,,Kehlhofer Gletsjer,Kehlhofer Gletsjer,,RGI40-05.19180,G333658E73148N,-26.342300,73.147900,LGIC
GGN0474,73.166700,-55.050000,Alanngorsuup Sermia,Alángorssûp Sermia,,Alanngorsuup Sermia,,,,0.000000,0.000000,GrIS
GGN0475,73.183300,-27.833300,,,Portgletsjer,Portgletsjer,,RGI40-05.19017,G332108E73178N,-27.891600,73.178400,LGIC
GGN0476,73.201400,-28.014100,,,Lavinegletsjer,Lavinegletsjer,,RGI40-05.19003,G331986E73195N,-28.014300,73.195200,LGIC
GGN0477,73.207100,-28.062800,,,Stenløsgletsjer,Stenløsgletsjer,,RGI40-05.19000,G331942E73192N,-28.058000,73.192400,LGIC
GGN0478,73.230400,-27.723600,,,Lystergletsjer,Lystergletsjer,,RGI40-05.19251,G332276E73272N,-27.723800,73.271600,LGIC
GGN0479,73.250000,-28.833300,,,Victor Madsen Gletsjer,Victor Madsen Gletsjer,,,,0.000000,0.000000,GrIS
GGN0480,73.250000,-28.016700,,,Lejrgletsjer,Lejrgletsjer,,RGI40-05.19253,G332000E73248N,-27.999700,73.248100,LGIC
GGN0481,73.250000,-55.083300,Naajarsuit Sermiat,,,Naajarsuit Sermiat,Nunatakassaap Sermia,,,0.000000,0.000000,GrIS
GGN0482,73.350000,-26.166700,,,Gauli Gletsjer,Gauli Gletsjer,,RGI40-05.19489,G333810E73373N,-26.189700,73.373400,LGIC
GGN0483,73.416700,-25.916700,,,Luciagletsjer,Luciagletsjer,,RGI40-05.19473,G333903E73407N,-26.097300,73.407300,LGIC
GGN0484,73.433300,-27.866700,,,Jættegletsjer,Jættegletsjer,,,,0.000000,0.000000,GrIS
GGN0485,73.466700,-25.750000,,,Blåbærgletsjer,Blåbærgletsjer,,RGI40-05.19451,G334100E73475N,-25.899900,73.474800,LGIC
GGN0486,73.478400,-55.303500,Kakiffaat Sermiat,Kakivfait Sermiat,,Kakiffaat Sermiat,,,,0.000000,0.000000,GrIS
GGN0487,73.535900,-27.398700,,,Louise Gletsjer,Louise Gletsjer,,RGI40-05.19083,G332484E73565N,-27.516000,73.564800,LGIC
GGN0488,73.550000,-29.000000,,,Hamberg Gletsjer,Hamberg Gletsjer,,,,0.000000,0.000000,GrIS
GGN0489,73.566700,-55.216700,,,Giesecke Bræer,Giesecke Bræer,,,,0.000000,0.000000,GrIS
GGN0490,73.593200,-55.530600,Qeqertarsuup Sermia,Qeqertarssûp Sermia,,Qeqertarsuup Sermia,,,,0.000000,0.000000,GrIS
GGN0491,73.617900,-25.884900,,,Fangergletsjer,Fangergletsjer,,RGI40-05.19632,G334011E73670N,-25.989000,73.670300,LGIC
GGN0492,73.666700,-29.250000,,,Ever Gletsjer,Ever Gletsjer,,,,0.000000,0.000000,GrIS
GGN0493,73.671600,-25.325700,,,Spaltegletsjer,Spaltegletsjer,,RGI40-05.19554,G334479E73647N,-25.520700,73.646600,LGIC
GGN0494,73.683300,-27.633300,,,Gerard de Geer Gletsjer,Gerard de Geer Gletsjer,,,,0.000000,0.000000,GrIS
